date,s2_valid_frac,sar_filled_frac,still_unknown
2017-01-14,1.0,0.0,0.0
2017-01-24,1.0,0.0,0.0
2017-02-23,1.0,0.0,0.0
2017-04-04,1.0,0.0,0.0
2017-04-24,1.0,0.0,0.0
2017-05-14,1.0,0.0,0.0
2017-10-16,1.0,0.0,0.0
2017-11-10,1.0,0.0,0.0
2017-11-25,1.0,0.0,0.0
2017-11-30,1.0,0.0,0.0
2017-12-15,1.0,0.0,0.0
2017-12-25,1.0,0.0,0.0
2018-01-14,1.0,0.0,0.0
2018-01-24,1.0,0.0,0.0
2018-01-29,1.0,0.0,0.0
2018-02-03,1.0,0.0,0.0
2018-02-08,1.0,0.0,0.0
2018-02-23,1.0,0.0,0.0
2018-03-10,1.0,0.0,0.0
2018-03-30,1.0,0.0,0.0
2018-04-09,1.0,0.0,0.0
2018-04-19,1.0,0.0,0.0
2018-10-01,1.0,0.0,0.0
2018-10-16,1.0,0.0,0.0
2018-10-26,1.0,0.0,0.0
2018-11-15,1.0,0.0,0.0
2018-11-20,1.0,0.0,0.0
2018-11-25,1.0,0.0,0.0
2018-12-15,1.0,0.0,0.0
2018-12-20,1.0,0.0,0.0
2018-12-25,1.0,0.0,0.0
2018-12-30,1.0,0.0,0.0
2019-01-04,0.9948481198983006,0.0,0.005151880101699451
2019-01-09,1.0,0.0,0.0
2019-01-14,1.0,0.0,0.0
2019-01-19,1.0,0.0,0.0
2019-01-24,0.9591864043891342,0.0,0.04081359561086578
2019-01-29,1.0,0.0,0.0
2019-02-03,1.0,0.0,0.0
2019-02-08,1.0,0.0,0.0
2019-02-13,1.0,0.0,0.0
2019-02-18,1.0,0.0,0.0
2019-02-23,1.0,0.0,0.0
2019-02-28,1.0,0.0,0.0
2019-03-05,1.0,0.0,0.0
2019-03-10,1.0,0.0,0.0
2019-03-15,0.9929078014184397,0.0,0.0070921985815602835
2019-03-20,1.0,0.0,0.0
2019-03-25,1.0,0.0,0.0
2019-03-30,1.0,0.0,0.0
2019-04-04,1.0,0.0,0.0
2019-04-09,1.0,0.0,0.0
2019-04-14,1.0,0.0,0.0
2019-04-19,1.0,0.0,0.0
2019-04-24,1.0,0.0,0.0
2019-04-29,1.0,0.0,0.0
2019-05-04,0.7787367857620768,0.0,0.2212632142379232
2019-05-09,1.0,0.0,0.0
2019-05-14,1.0,0.0,0.0
2019-05-19,1.0,0.0,0.0
2019-05-24,1.0,0.0,0.0
2019-05-29,1.0,0.0,0.0
2019-06-03,1.0,0.0,0.0
2019-06-08,1.0,0.0,0.0
2019-06-13,0.7138364779874213,0.0,0.2861635220125786
2019-06-18,1.0,0.0,0.0
2019-06-23,0.9021142780677104,0.0,0.09788572193228957
2019-06-28,0.7404656764351666,0.0,0.2595343235648334
2019-07-03,0.746487354476114,0.0,0.25351264552388597
2019-07-08,0.8710022748561488,0.0,0.1289977251438512
2019-07-13,0.8096480663722735,0.0,0.19035193362772648
2019-07-18,1.0,0.0,0.0
2019-07-23,0.7426736250501806,0.0,0.25732637494981936
2019-07-28,0.7439448681921584,0.0,0.25605513180784156
2019-08-02,0.7937909808644453,0.0,0.20620901913555467
2019-08-07,0.8558811722199919,0.0,0.14411882778000804
2019-08-12,0.8806369597216647,0.0,0.11936304027833534
2019-08-17,0.8374146928944199,0.0,0.16258530710558008
2019-08-22,0.8434363709353673,0.0,0.15656362906463267
2019-08-27,0.8434363709353673,0.0,0.15656362906463267
2019-09-01,1.0,0.0,0.0
2019-09-06,0.8896025692492975,0.0,0.11039743075070253
2019-09-11,0.9080690485748695,0.0,0.09193095142513047
2019-09-16,0.9756456577010572,0.0,0.02435434229894286
2019-09-21,0.9107453499264017,0.0,0.08925465007359829
2019-09-26,0.8374146928944199,0.0,0.16258530710558008
2019-10-01,0.9696239796601097,0.0,0.030376020339890272
2019-10-06,0.9884919041884116,0.0,0.011508095811588384
2019-10-11,1.0,0.0,0.0
2019-10-16,0.9663455105044828,0.0,0.03365448949551719
2019-10-21,0.8437709086043088,0.0,0.15622909139569116
2019-10-26,0.8439047236718854,0.0,0.15609527632811454
2019-10-31,1.0,0.0,0.0
2019-11-05,1.0,0.0,0.0
2019-11-10,1.0,0.0,0.0
2019-11-15,1.0,0.0,0.0
2019-11-20,1.0,0.0,0.0
2019-11-25,0.9205138498594941,0.0,0.07948615014050582
2019-11-30,1.0,0.0,0.0
2019-12-05,1.0,0.0,0.0
2019-12-10,1.0,0.0,0.0
2019-12-15,0.7163120567375887,0.0,0.28368794326241137
2019-12-20,0.6945002007226013,0.0,0.3054997992773986
2019-12-25,0.7994112137026629,0.0,0.2005887862973371
2019-12-30,0.9991971095945403,0.0,0.0008028904054596548
2020-01-04,1.0,0.0,0.0
2020-01-09,0.9998661849324234,0.0,0.00013381506757660912
2020-01-14,1.0,0.0,0.0
2020-01-19,1.0,0.0,0.0
2020-01-24,1.0,0.0,0.0
2020-01-29,0.974508229626656,0.0,0.02549177037334404
2020-02-03,1.0,0.0,0.0
2020-02-08,1.0,0.0,0.0
2020-02-13,1.0,0.0,0.0
2020-02-18,1.0,0.0,0.0
2020-02-23,0.8958249698916098,0.0,0.1041750301083902
2020-02-28,1.0,0.0,0.0
2020-03-04,1.0,0.0,0.0
2020-03-09,1.0,0.0,0.0
2020-03-14,1.0,0.0,0.0
2020-03-19,0.8170748026227753,0.0,0.18292519737722468
2020-03-24,1.0,0.0,0.0
2020-03-29,0.9978589589187743,0.0,0.002141041081225746
2020-04-03,1.0,0.0,0.0
2020-04-08,0.9682858289843437,0.0,0.031714171015656364
2020-04-13,1.0,0.0,0.0
2020-04-18,0.9328917436103306,0.0,0.06710825638966948
2020-04-23,0.831058477184531,0.0,0.168941522815469
2020-04-28,1.0,0.0,0.0
2020-05-03,1.0,0.0,0.0
2020-05-08,1.0,0.0,0.0
2020-05-13,1.0,0.0,0.0
2020-05-18,1.0,0.0,0.0
2020-05-23,1.0,0.0,0.0
2020-05-28,1.0,0.0,0.0
2020-06-02,0.7560551318078416,0.0,0.24394486819215844
2020-06-07,1.0,0.0,0.0
2020-06-12,0.8029573129934431,0.0,0.19704268700655694
2020-06-17,0.8245684464070654,0.0,0.17543155359293455
2020-06-22,0.9621972434096079,0.0,0.037802756590392075
2020-06-27,0.7661581694098756,0.0,0.23384183059012445
2020-07-02,0.9996654623310585,0.0,0.0003345376689415228
2020-07-07,0.68981667335742,0.0,0.31018332664257997
2020-07-12,0.8513983674561756,0.0,0.14860163254382444
2020-07-17,0.8588920112404657,0.0,0.14110798875953431
2020-07-22,0.9878228288505285,0.0,0.01217717114947143
2020-07-27,0.9788572193228957,0.0,0.02114278067710424
2020-08-01,0.9131540211427807,0.0,0.08684597885721933
2020-08-06,0.7399973236986485,0.0,0.26000267630135154
2020-08-11,0.6993175431553593,0.0,0.30068245684464073
2020-08-16,0.9779874213836478,0.0,0.0220125786163522
2020-08-21,0.8418974976582363,0.0,0.15810250234176368
2020-08-26,0.8436370935367322,0.0,0.15636290646326775
2020-08-31,1.0,0.0,0.0
2020-09-05,0.9993309246621169,0.0,0.0006690753378830456
2020-09-10,0.9854141576341496,0.0,0.014585842365850395
2020-09-15,0.9258664525625585,0.0,0.07413354743744145
2020-09-20,0.9786564967215309,0.0,0.021343503278469157
2020-09-25,0.9995985547972702,0.0,0.0004014452027298274
2020-09-30,0.9977251438511976,0.0,0.002274856148802355
2020-10-05,1.0,0.0,0.0
2020-10-10,0.9601900173959588,0.0,0.039809982604041214
2020-10-15,1.0,0.0,0.0
2020-10-20,1.0,0.0,0.0
2020-10-25,1.0,0.0,0.0
2020-10-30,1.0,0.0,0.0
2020-11-04,1.0,0.0,0.0
2020-11-09,1.0,0.0,0.0
2020-11-14,1.0,0.0,0.0
2020-11-19,1.0,0.0,0.0
2020-11-24,1.0,0.0,0.0
2020-11-29,1.0,0.0,0.0
2020-12-04,1.0,0.0,0.0
2020-12-09,1.0,0.0,0.0
2020-12-14,0.8572862304295463,0.0,0.14271376957045365
2020-12-19,1.0,0.0,0.0
2020-12-24,1.0,0.0,0.0
2020-12-29,1.0,0.0,0.0
2021-01-03,0.9363709353673224,0.0,0.06362906463267765
2021-01-08,1.0,0.0,0.0
2021-01-13,1.0,0.0,0.0
2021-01-18,1.0,0.0,0.0
2021-01-23,1.0,0.0,0.0
2021-01-28,0.9831393014853472,0.0,0.01686069851465275
2021-02-02,1.0,0.0,0.0
2021-02-07,1.0,0.0,0.0
2021-02-12,0.8604308845175966,0.0,0.1395691154824033
2021-02-17,1.0,0.0,0.0
2021-02-22,1.0,0.0,0.0
2021-02-27,1.0,0.0,0.0
2021-03-04,1.0,0.0,0.0
2021-03-09,1.0,0.0,0.0
2021-03-14,1.0,0.0,0.0
2021-03-19,0.9090057540479058,0.0,0.09099424595209421
2021-03-24,1.0,0.0,0.0
2021-03-29,1.0,0.0,0.0
2021-04-03,1.0,0.0,0.0
2021-04-08,1.0,0.0,0.0
2021-04-13,1.0,0.0,0.0
2021-04-18,1.0,0.0,0.0
2021-04-23,0.8338685936036397,0.0,0.16613140639636023
2021-04-28,0.8556804496186271,0.0,0.14431955038137295
2021-05-03,1.0,0.0,0.0
2021-05-08,0.7778000802890406,0.0,0.22219991971095945
2021-05-13,1.0,0.0,0.0
2021-05-18,0.7579954502877024,0.0,0.2420045497122976
2021-05-23,1.0,0.0,0.0
2021-05-28,0.9049243944868192,0.0,0.09507560551318078
2021-06-02,1.0,0.0,0.0
2021-06-07,0.8525357955305768,0.0,0.14746420446942327
2021-06-12,0.6655292385922655,0.0,0.3344707614077345
2021-06-17,1.0,0.0,0.0
2021-06-22,1.0,0.0,0.0
2021-06-27,1.0,0.0,0.0
2021-07-02,0.8446407065435568,0.0,0.1553592934564432
2021-07-07,0.7727151077211294,0.0,0.2272848922788706
2021-07-12,0.9460056202328382,0.0,0.05399437976716178
2021-07-17,0.9632677639502208,0.0,0.0367322360497792
2021-07-22,0.76756322761943,0.0,0.23243677238057006
2021-07-27,0.7806101967081494,0.0,0.21938980329185065
2021-08-01,0.8027565903920781,0.0,0.19724340960792186
2021-08-06,0.7345778134617958,0.0,0.2654221865382042
2021-08-11,0.7340425531914894,0.0,0.26595744680851063
2021-08-16,1.0,0.0,0.0
2021-08-21,1.0,0.0,0.0
2021-08-26,0.9039207814799947,0.0,0.09607921852000535
2021-08-31,0.9820687809447344,0.0,0.017931219055265624
2021-09-05,1.0,0.0,0.0
2021-09-10,0.8263749498193497,0.0,0.17362505018065033
2021-09-15,0.827980730630269,0.0,0.17201926936973103
2021-09-20,0.831928275123779,0.0,0.16807172487622107
2021-09-25,0.8348722066104644,0.0,0.16512779338953565
2021-09-30,0.9997992773986351,0.0,0.0002007226013649137
2021-10-05,0.8728756858022213,0.0,0.12712431419777867
2021-10-10,1.0,0.0,0.0
2021-10-15,1.0,0.0,0.0
2021-10-20,0.9904322226682725,0.0,0.009567777331727553
2021-10-25,1.0,0.0,0.0
2021-10-30,1.0,0.0,0.0
2021-11-04,1.0,0.0,0.0
2021-11-14,1.0,0.0,0.0
2021-11-19,0.9299478121236451,0.0,0.07005218787635488
2021-11-24,1.0,0.0,0.0
2021-11-29,1.0,0.0,0.0
2021-12-04,1.0,0.0,0.0
2021-12-09,0.8234310183326643,0.0,0.17656898166733573
2021-12-19,1.0,0.0,0.0
2021-12-24,1.0,0.0,0.0
2021-12-29,0.5398099826040412,0.0,0.4601900173959588
2022-01-03,1.0,0.0,0.0
2022-01-08,0.9978589589187743,0.0014719657433427003,0.0006690753378830456
2022-01-13,0.6112003211561622,0.2577278201525492,0.13107185869128865
2022-01-18,0.7178509300147197,0.21363575538605648,0.06851331459922387
2022-01-23,1.0,0.0,0.0
2022-01-28,1.0,0.0,0.0
2022-02-02,1.0,0.0,0.0
2022-02-07,1.0,0.0,0.0
2022-02-12,1.0,0.0,0.0
2022-02-17,1.0,0.0,0.0
2022-02-22,1.0,0.0,0.0
2022-02-27,1.0,0.0,0.0
2022-03-04,1.0,0.0,0.0
2022-03-09,1.0,0.0,0.0
2022-03-14,1.0,0.0,0.0
2022-03-19,1.0,0.0,0.0
2022-03-24,1.0,0.0,0.0
2022-03-29,1.0,0.0,0.0
2022-04-03,1.0,0.0,0.0
2022-04-08,1.0,0.0,0.0
2022-04-13,0.5398099826040412,0.0,0.4601900173959588
2022-04-18,1.0,0.0,0.0
2022-04-23,1.0,0.0,0.0
2022-04-28,1.0,0.0,0.0
2022-05-03,0.948815736651947,0.01933627726482002,0.03184798608323297
2022-05-08,1.0,0.0,0.0
2022-05-13,1.0,0.0,0.0
2022-05-18,1.0,0.0,0.0
2022-05-23,1.0,0.0,0.0
2022-05-28,1.0,0.0,0.0
2022-06-02,1.0,0.0,0.0
2022-06-07,1.0,0.0,0.0
2022-06-12,1.0,0.0,0.0
2022-06-17,0.5398099826040412,0.27030643650475045,0.18988358089120835
